400274	BANK OF PALESTINE, LTD.	CREDIT	JORDAN	962 6 568 9204
402781	JORDAN INVESTMENT AND FINANCE BANK	CREDIT CLASSIC	JORDAN	962 6 5665145 OR 5665101
402782	JORDAN INVESTMENT AND FINANCE BANK	CREDIT PREMIER	JORDAN	962 6 5665145 OR 5665101
405228		DEBIT TRAVEL MONEY	JORDAN	
405427		DEBIT ELECTRON	JORDAN	
406766	HOUSING BANK FOR TRADE AND FINANCE	DEBIT ELECTRON	JORDAN	(962-6) 5678121 - 5691675
409399		CREDIT	JORDAN	
409626	JORDAN KUWAIT BANK	DEBIT ELECTRON	JORDAN	
410339	JORDAN AHLI BANK	CREDIT PLATINUM	JORDAN	06- 5007777
410786		DEBIT ELECTRON	JORDAN	
411642	BANK AUDI S.A.L. - AUDI SARADAR GROUP	CREDIT CLASSIC	JORDAN	
411643	BANK AUDI S.A.L. - AUDI SARADAR GROUP	CREDIT PREMIER	JORDAN	
411644	BANK AUDI S.A.L. - AUDI SARADAR GROUP	CREDIT PLATINUM	JORDAN	
411645	BANK AUDI S.A.L. - AUDI SARADAR GROUP	DEBIT ELECTRON	JORDAN	
412940		CREDIT PLATINUM	JORDAN	
413011	JORDAN ISLAMIC BANK FOR FINANCE AND INVESTMENT	DEBIT CLASSIC	JORDAN	962 6 5677377
413823		CREDIT PLATINUM	JORDAN	
414383	NATIONAL BANK OF KUWAIT, S.A.K.	CREDIT PLATINUM	JORDAN	(+962) 6 580-0400
414687	STANDARD CHARTERED BANK	CREDIT CLASSIC	JORDAN	962 6 5607201
414689	STANDARD CHARTERED BANK	CREDIT PREMIER	JORDAN	962 6 5607201
415435	ARAB JORDAN INVESTMENT BANK	DEBIT ELECTRON	JORDAN	
415436	ARAB BANKING CORPORATION (JORDAN)	DEBIT ELECTRON	JORDAN	
415437	HOUSING BANK FOR TRADE AND FINANCE	CREDIT	JORDAN	(962-6) 5678121 - 5691675
416759	BANK AUDI S.A.L. - AUDI SARADAR GROUP	CREDIT	JORDAN	
416953	BANK OF JORDAN	DEBIT ELECTRON	PALESTINIAN TERRITORY, OCCUPIED	(+962 6) 5696277
417065	HOUSING BANK FOR TRADE AND FINANCE	CREDIT CLASSIC	JORDAN	(962-6) 5678121 - 5691675
417066	HOUSING BANK FOR TRADE AND FINANCE	CREDIT CLASSIC	JORDAN	(962-6) 5678121 - 5691675
417067	HOUSING BANK FOR TRADE AND FINANCE	CREDIT PREMIER	JORDAN	(962-6) 5678121 - 5691675
417469		DEBIT ELECTRON	JORDAN	
417996		CREDIT SIGNATURE	JORDAN	
419088		DEBIT CLASSIC	JORDAN	(704) 888-5984
420729	ARAB BANKING CORPORATION (JORDAN)	CREDIT	JORDAN	
421353	CAIRO AMMAN BANK	DEBIT ELECTRON	JORDAN	962- 6- 5006000 OR 962- 6- 5006000
421887	JORDAN KUWAIT BANK	CREDIT CLASSIC	JORDAN	
421888	JORDAN KUWAIT BANK	CREDIT GOLD PREMIUM	JORDAN	
421889	JORDAN KUWAIT BANK	DEBIT CLASSIC	JORDAN	
421890	JORDAN KUWAIT BANK	DEBIT GOLD PREMIUM	JORDAN	
