402620	NORDEA BANK DANMARK A/S	DEBIT ELECTRON	DENMARK	(+45) 33-33-33-33
405245	JYSKE BANK	DEBIT CLASSIC	DENMARK	335 3355
405266	SPAREKASSEN FARSOE	DEBIT ELECTRON	DENMARK	
405267	MIDDELFART SPAREKASSE	DEBIT ELECTRON	DENMARK	64 22 22 22
405268	FROES HERREDS SPAREKASSE	DEBIT ELECTRON	DENMARK	74 99 74 99
405269	SPAREKASSEN HIMMERLAND	DEBIT ELECTRON	DENMARK	
405270	SPAREKASSEN KRONJYLLAND	DEBIT ELECTRON	DENMARK	
405271	MORSOE SPAREKASSE	DEBIT ELECTRON	DENMARK	(45) 9772-1211
405272	SPAR NORD BANK A/S	DEBIT ELECTRON	DENMARK	96 34 40 00
405273	SPAREKASSEN LOLLAND	DEBIT ELECTRON	DENMARK	30065743
405274	TELLER A/S	DEBIT ELECTRON	DENMARK	(+45) 44 68 44 68
405275	SPAREKASSEN THY	DEBIT ELECTRON	DENMARK	
405276	FIONIA BANK A/S	DEBIT ELECTRON	DENMARK	45 65 20 40 60
405277	TELLER A/S	DEBIT ELECTRON	DENMARK	(+45) 44 68 44 68
405832	TELLER A/S	DEBIT ELECTRON	DENMARK	(+45) 44 68 44 68
405833	SYDBANK A/S	DEBIT CLASSIC	DENMARK	74 37 37 37
405834	SKJERN BANK	DEBIT ELECTRON	DENMARK	
405835	BONUSBANKEN A/S	DEBIT ELECTRON	DENMARK	45 45.97121144
405836	HADSTEN BANK A/S	DEBIT ELECTRON	DENMARK	
405837	RINGKJOEBING BANK	DEBIT ELECTRON	DENMARK	
405838	OESTJYDSK BANK A/S	DEBIT ELECTRON	DENMARK	(459) 854-1444
405839	NOERRESUNDBY BANK	DEBIT ELECTRON	DENMARK	(+45) 45 9817-5400
405860	SPAREKASSEN SJAELLAND	DEBIT ELECTRON	DENMARK	5943 1515
405864	ALM. BRAND BANK A/S	DEBIT ELECTRON	DENMARK	
405934	NORDJYSKE BANK A/S	DEBIT ELECTRON	DENMARK	9633-5000
406432	NYKREDIT BANK A/S	DEBIT CLASSIC	DENMARK	(+45) 4455-1000
406433	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
406434	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
406435	PBS INTERNATIONAL A/S	DEBIT ELECTRON	DENMARK	{454) 468-4468
406436	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
406437	PBS INTERNATIONAL A/S	DEBIT ELECTRON	DENMARK	{454) 468-4468
406438	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
406443	PBS INTERNATIONAL A/S	DEBIT ELECTRON	DENMARK	{454) 468-4468
413222	IKANO BANK SE	DEBIT CLASSIC	DENMARK	43 55 66 00
415421	PBS INTERNATIONAL A/S	CREDIT	DENMARK	{454) 468-4468
417500		DEBIT ELECTRON	DENMARK	
417501	BASISBANK A/S	DEBIT ELECTRON	DENMARK	45 70 22 09 29 OR 25 21 34 83
417502	SPAREKASSEN SPAR MORS	DEBIT ELECTRON	DENMARK	
417503	BORBJERG SPAREKASSE	DEBIT ELECTRON	DENMARK	97461422
417504	BROAGER SPAREKASSE	DEBIT ELECTRON	DENMARK	7418 3838
417505	BROVST SPAREKASSE	DEBIT ELECTRON	DENMARK	39270703 OR 33120533
417506	BROERUP SPAREKASSE	DEBIT ELECTRON	DENMARK	7418 3838 OR (+45) 75 38 17 11
417507	DEN JYSKE SPAREKASSE	DEBIT ELECTRON	DENMARK	75 32 08 11
417508	DRAGSHOLM SPAREKASSE	DEBIT ELECTRON	DENMARK	59 65 60 58
417509	DRONNINGLUND SPAREKASSE	DEBIT ELECTRON	DENMARK	9884 1722
417510	DURUP SPAREKASSE	DEBIT ELECTRON	DENMARK	
417511	EBH BANK A/S	DEBIT ELECTRON	DENMARK	45 99 50 52 00
417512	FANOE SPAREKASSE	DEBIT ELECTRON	DENMARK	75 16 25 66
417513	FLEMLOESE SPAREKASSE	DEBIT ELECTRON	DENMARK	64721658
417514	FOLKESPAREKASSEN	DEBIT ELECTRON	DENMARK	
417515	FUUR SPAREKASSE	DEBIT ELECTRON	DENMARK	
417516	GALTEN SPAREKASSE	DEBIT ELECTRON	DENMARK	
417517	GJERLEV-ENSLEV SPAREKASSE	DEBIT ELECTRON	DENMARK	
417518	HALS SPAREKASSE	DEBIT ELECTRON	DENMARK	98 25 64 44
417519	HELLEVAD-OERUM SPAREKASSE	DEBIT ELECTRON	DENMARK	
417520	HUNSTRUP-OESTERLID SPAREKASSE	DEBIT ELECTRON	DENMARK	97 99 73 99
417521	SPAREKASSE HVETBO	DEBIT ELECTRON	DENMARK	
417522	HVIDBJERG-OERUM SPAREKASSE	DEBIT ELECTRON	DENMARK	+45 9794 8024
417523	JELLING SPAREKASSE	DEBIT ELECTRON	DENMARK	45 75 72 51 11
417524	JERSLEV SPAREKASSE	DEBIT ELECTRON	DENMARK	+45 98 83 14 11
417525	EIK BANK DANMARK A/S	DEBIT ELECTRON	DENMARK	348 000
417526	KLIM SPAREKASSE	DEBIT ELECTRON	DENMARK	98 22 52 55
417527	LANGAA SPAREKASSE	DEBIT ELECTRON	DENMARK	+45 86 46 13 22
417528	MOERKE SPAREKASSE	DEBIT ELECTRON	DENMARK	
417529	SPAREKASSEN FOR NR. NEBEL OG OMEGN	DEBIT ELECTRON	DENMARK	
417530	RISE SPARE- OG LAANEKASSE	DEBIT ELECTRON	DENMARK	
417531	ROSLEV SPAREKASSE	DEBIT ELECTRON	DENMARK	
417532	SPAREKASSEN MIDTDJURS	DEBIT ELECTRON	DENMARK	
417533	ROENDE OG OMEGNS SPAREKASSE	DEBIT ELECTRON	DENMARK	8637 1366
417534	SNEDSTED-NOERHAA SPAREKASSE	DEBIT ELECTRON	DENMARK	
417535	SPAREKASSEN BALLING	DEBIT ELECTRON	DENMARK	9756 4422
417536	SPAREKASSEN BREDEBRO	DEBIT ELECTRON	DENMARK	7475 1541
417538	SPAREKASSEN DEN LILLE BIKUBE	DEBIT ELECTRON	DENMARK	
417539	SPAREKASSEN FAABORG	DEBIT ELECTRON	DENMARK	6361 1800
417540	LOEKKEN SPAREKASSE	DEBIT ELECTRON	DENMARK	(98) 991-422
417541	SPAREKASSEN HOBRO	DEBIT ELECTRON	DENMARK	9854 6244
417542	SPAREKASSEN I SKALS	DEBIT ELECTRON	DENMARK	
417543	ULSTED SPAREKASSE	DEBIT ELECTRON	DENMARK	
417544	SPAREKASSEN LOEGUMKLOSTER	DEBIT ELECTRON	DENMARK	
417545	SPAREKASSEN MIDT VEST	DEBIT ELECTRON	DENMARK	97 57 43 00
417546	SPAREKASSEN MIDTFJORD	DEBIT ELECTRON	DENMARK	
417547	SPAREKASSEN NORDMORS	DEBIT ELECTRON	DENMARK	
417548	SPAREKASSEN SUNDSORE	DEBIT ELECTRON	DENMARK	9614 8380
417550	SPAREKASSEN VESTSALLING	DEBIT ELECTRON	DENMARK	
417551	SPAREKASSEN OSTJYLLAND	DEBIT ELECTRON	DENMARK	
417552	SPAREKASSEN SPARTRELLEBORG	DEBIT ELECTRON	DENMARK	
417553	ST. BROENDUM SPAREKASSE	DEBIT ELECTRON	DENMARK	
417554	SVENDBORG SPAREKASSE	DEBIT ELECTRON	DENMARK	
417555	SOENDERHAA-HOERSTED SPAREKASSE	DEBIT ELECTRON	DENMARK	
417556	SPAREKASSEN LIMFJORDEN	DEBIT ELECTRON	DENMARK	
417557	TVED SOGNS SPARE- OG LANEKASSE	DEBIT ELECTRON	DENMARK	
417558	TOEDSOE-ERSLEV SPAREKASSE	DEBIT ELECTRON	DENMARK	
417559	SPAREKASSEN VENDSYSSEL	DEBIT ELECTRON	DENMARK	
417560	VISTOFT SPAREKASSE	DEBIT ELECTRON	DENMARK	86 35 12 34
417561	VIVILD OG OMEGNS SPAREKASSE	DEBIT ELECTRON	DENMARK	
417562	VORBASSE-HEJNSVIG SPAREKASSE	DEBIT ELECTRON	DENMARK	76 88 99 00
417563	OE BROENDERSLEV SPAREKASSE	DEBIT ELECTRON	DENMARK	(459) 881-1211
417564	GROENLANDSBANKEN	DEBIT ELECTRON	DENMARK	
417565	RINGKJOEBING BANK	DEBIT ELECTRON	DENMARK	
417566	VESTJYSK BANK A/S	DEBIT ELECTRON	DENMARK	
417567	ARBEJDERNES LANDSBANK A/S	DEBIT CLASSIC	DENMARK	38 48 48 48
417568	HVIDBJERG BANK A/S	DEBIT ELECTRON	DENMARK	9695 5200
417569	VINDERUP BANK	DEBIT ELECTRON	DENMARK	45 9744 1555
417570	SALLING BANK	DEBIT ELECTRON	DENMARK	97523366
417571	PEN-SAM BANK A/S	DEBIT ELECTRON	DENMARK	
417572	LAEGERNES PENSIONSBANK	DEBIT CLASSIC	DENMARK	33 12 21 41
417573	MORSOE BANK	DEBIT ELECTRON	DENMARK	(45) 772-3900
417574	HANDELSBANKEN MIDTBANK	DEBIT CLASSIC	DENMARK	
417575	ANDELSKASSEN FAELLESKASSEN	DEBIT ELECTRON	DENMARK	35 39 45 40
417576	SKANDIABANKEN A/S	DEBIT ELECTRON	DENMARK	
417577	DANSKE ANDELSKASSERS BANK A/S	DEBIT ELECTRON	DENMARK	(949) 661-4100
417578	MOENS BANK	DEBIT ELECTRON	DENMARK	55 86 15 00
417579	SKAELSKOER BANK	DEBIT ELECTRON	DENMARK	
417580	FROESLEV-MOLLERUP SPAREKASSE	DEBIT ELECTRON	DENMARK	+45 97 74 44 00
417581	RYSLINGE ANDELSKASSE	DEBIT ELECTRON	DENMARK	62 67 12 85
417582	FROERUP ANDELSKASSE	DEBIT ELECTRON	DENMARK	65432550
417583	VORDINGBORG BANK A/S	DEBIT ELECTRON	DENMARK	70 33 33 33
417584	SDR. LEM ANDELSKASSE	DEBIT ELECTRON	DENMARK	
417585	LUNDE-KVONG ANDELSKASSE	DEBIT ELECTRON	DENMARK	(457) 528-2100
417586	KOEBENHAVNS ANDELSKASSE	DEBIT ELECTRON	DENMARK	35 43 34 24
417587	FASTER ANDELSKASSE	DEBIT ELECTRON	DENMARK	9648 7000
417588	MERKUR	DEBIT ELECTRON	DENMARK	4587309760
417589	TOTALBANKEN A/S	DEBIT ELECTRON	DENMARK	70246600
417590	LOLLANDS BANK	DEBIT ELECTRON	DENMARK	(5) 492-1133
417591	SPAREKASSEN FOR ARTS HERRED	DEBIT ELECTRON	DENMARK	
417592	AGRI-EGENS SPAREKASSE	DEBIT ELECTRON	DENMARK	
417593	SOEBY-SKADER-HALLING SPAREKASSE	DEBIT ELECTRON	DENMARK	
417594	FANEFJORD SPAREKASSE	DEBIT ELECTRON	DENMARK	55817116
417595	KONGSTED SPAREKASSE	DEBIT ELECTRON	DENMARK	4556711138
417596	SPARE- OG LANEKASSEN I VIUM SOGN	DEBIT ELECTRON	DENMARK	
417597	FRUERING-VITVED SPAREKASSE	DEBIT ELECTRON	DENMARK	+45 45.86926155
417598	HAARSLEV SPAREKASSE	DEBIT ELECTRON	DENMARK	
417599	FLAKKEBJERG OG OMEGNS SPAREKASSE	DEBIT ELECTRON	DENMARK	87 99 58 18
417601	TOENDER BANK A/S	DEBIT ELECTRON	DENMARK	
417602	KREDITBANKEN	DEBIT ELECTRON	DENMARK	
417603	NORDFYNS BANK A/S	DEBIT ELECTRON	DENMARK	59 48-95-55
418757		DEBIT CLASSIC	DENMARK	
426069	SUDUROYAR SPARIKASSI	DEBIT ELECTRON	DENMARK	
426070	NORDOYA SPARIKASSI	DEBIT ELECTRON	DENMARK	475-070
426071	FOEROYA SPARIKASSI	DEBIT ELECTRON	DENMARK	
426072	P/F FOEROYA BANKI	DEBIT ELECTRON	DENMARK	(29) 831-1350
434352	INTERPAYMENT SERVICES, LTD.	DEBIT PREPAID	DENMARK	
434353	INTERPAYMENT SERVICES, LTD.	DEBIT PREPAID	DENMARK	
447038	DENMARK STATE BANK	DEBIT CLASSIC	UNITED STATES	(920) 863-2168
448397		DEBIT PREPAID	DENMARK	
457100	TELLER A/S	DEBIT CLASSIC	DENMARK	(+45) 44 68 44 68
457101	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457102	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457103	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457104	PBS INTERNATIONAL A/S	DEBIT CREDIT	DENMARK	{454) 468-4468
457105	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457106	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457107	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457108	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457109	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457110	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457111	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457112	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457113	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457114	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457115	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457116	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457117	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457118	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457119	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457120	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457121	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457122	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457123	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457124	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457125	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
457126	PBS INTERNATIONAL A/S	DEBIT CLASSIC	DENMARK	{454) 468-4468
